1,1,12,500,3,1,0,0,1,0,1,0,0,0,0
2,1,12,500,3,1,0,0,0,0,0,0,0,1,1
3,1,12,500,2,1,0,1,0,0,0,0,0,0,0
4,1,12,500,1,1,0,0,0,0,0,0,0,0,0
5,1,12,500,2,0,1,0,1,1,1,0,0,1,0
6,1,12,500,1,1,0,0,1,0,0,0,0,0,0
7,1,12,500,1,0,0,0,0,0,0,0,1,0,0
8,1,12,500,4,1,0,0,0,0,0,0,0,0,1
9,1,12,500,2,1,1,0,0,0,0,1,0,0,1
10,1,12,500,1,0,0,0,0,1,0,0,0,0,0
11,1,12,500,4,0,0,0,0,0,1,0,1,0,0
12,1,12,500,4,0,0,1,0,1,0,1,0,0,0
13,1,12,500,3,1,0,0,1,1,0,0,0,1,0
14,1,12,500,1,1,0,1,0,0,1,0,0,0,1
15,1,12,500,4,0,0,0,1,0,0,1,1,0,1
16,1,12,500,3,1,0,1,0,0,0,0,1,0,0
17,1,12,500,3,1,0,1,0,0,0,1,0,1,0
18,1,12,500,1,1,0,0,1,0,0,1,1,0,0
19,1,12,500,3,0,1,0,0,0,0,0,0,0,0
20,1,12,500,3,0,0,0,0,1,1,1,1,0,0
21,1,12,500,4,0,0,0,0,1,1,1,0,0,0
22,1,12,500,1,1,0,0,1,0,0,0,0,0,0
23,1,12,500,2,0,0,0,1,0,1,0,0,0,0
24,1,12,500,2,1,0,0,0,0,0,0,0,1,0
25,1,12,500,1,1,0,0,0,0,0,0,0,0,0
26,1,12,500,3,1,0,1,1,0,0,0,0,0,0
27,1,12,500,4,0,0,1,0,0,0,0,0,0,0
28,1,12,500,3,1,0,1,0,0,1,0,0,1,1
29,1,12,500,2,0,0,0,0,1,0,1,1,0,0
30,1,12,500,1,1,0,0,0,0,0,0,0,0,0
31,1,12,500,2,1,0,0,0,0,1,1,0,0,0
32,1,12,500,2,1,0,0,0,0,1,0,0,0,1
33,1,12,500,2,0,0,0,0,0,0,1,1,1,0
34,1,12,500,4,1,0,1,1,0,1,0,1,0,0
35,1,12,500,1,0,1,0,0,0,0,0,0,0,0
36,1,12,500,1,1,0,0,0,0,0,1,1,1,1
37,1,12,500,3,1,0,0,0,1,0,0,0,1,0
38,1,12,500,4,0,0,0,0,1,0,0,1,0,0
39,1,12,500,1,1,0,1,1,0,0,0,1,0,1
40,1,12,500,3,0,0,0,1,0,0,1,1,0,0
41,1,12,500,2,0,0,0,0,0,0,0,0,1,0
42,1,12,500,4,1,0,0,0,0,0,0,1,1,0
43,1,12,500,3,0,0,0,0,0,0,0,1,0,0
44,1,12,500,1,0,0,0,0,0,0,0,0,0,0
45,1,12,500,1,0,0,0,0,0,0,1,1,0,0
46,1,12,500,1,0,0,0,0,0,0,0,0,1,0
47,1,12,500,4,0,0,0,0,0,1,1,0,1,0
48,1,12,500,1,0,0,0,0,0,0,0,0,0,1
49,1,12,500,3,1,0,0,0,0,0,0,1,1,1
50,1,12,500,2,0,0,0,1,0,0,0,0,0,1
51,1,14,600,1,1,0,0,1,0,0,1,0,1,0
52,1,14,600,1,0,0,0,0,0,0,0,0,1,1
53,1,14,600,1,1,0,0,0,0,0,0,1,0,0
54,1,14,600,4,0,1,0,0,0,0,0,0,0,0
55,1,14,600,2,1,1,0,0,0,0,0,0,0,0
56,1,14,600,1,1,0,0,1,0,1,0,1,0,1
57,1,14,600,3,0,0,1,0,0,1,0,0,0,0
58,1,14,600,3,0,1,0,1,0,0,0,0,0,0
59,1,14,600,4,0,0,0,0,0,0,0,1,0,0
