1,1,12,833.333333333333,3,1,0,0,1,0,0,1,1,0,1
2,1,12,833.333333333333,1,0,0,0,0,0,1,0,0,0,0
3,1,12,833.333333333333,3,0,0,0,0,1,0,0,0,0,0
4,1,12,833.333333333333,2,0,0,0,1,0,0,0,1,1,1
5,1,12,833.333333333333,4,0,0,0,0,0,0,0,0,0,0
6,1,12,833.333333333333,2,1,1,0,0,1,1,0,0,0,0
7,1,12,833.333333333333,2,1,0,1,0,0,0,1,0,1,1
8,1,12,833.333333333333,2,1,1,1,0,0,0,1,0,0,0
9,1,12,833.333333333333,4,1,0,0,0,0,0,1,0,0,0
10,1,12,833.333333333333,4,1,0,0,0,0,0,1,0,0,1
11,1,12,833.333333333333,3,0,0,0,1,0,0,0,0,0,1
12,1,12,833.333333333333,3,0,0,0,0,1,0,0,0,1,1
13,1,12,833.333333333333,2,1,0,0,0,0,1,1,0,0,0
14,1,12,833.333333333333,4,1,0,0,0,0,0,1,0,0,1
15,1,12,833.333333333333,3,0,0,0,1,0,0,0,0,0,0
16,1,12,833.333333333333,1,0,0,0,0,0,0,1,0,0,1
17,1,12,833.333333333333,3,0,1,0,0,1,0,0,0,0,0
18,1,12,833.333333333333,1,1,0,0,1,0,1,0,0,0,0
19,1,12,833.333333333333,3,0,0,1,0,0,0,0,0,1,0
20,1,12,833.333333333333,3,1,1,0,0,1,0,1,1,0,0
21,1,12,833.333333333333,4,0,0,0,0,0,0,0,0,0,0
22,1,12,833.333333333333,4,1,0,0,1,0,0,0,1,0,1
23,1,12,833.333333333333,3,1,0,0,1,0,0,0,0,0,0
24,1,12,833.333333333333,4,1,0,0,0,0,0,0,1,0,0
25,1,12,833.333333333333,3,0,0,0,1,1,0,1,0,0,1
26,1,12,833.333333333333,3,0,1,0,0,0,0,0,0,0,0
27,1,12,833.333333333333,2,0,1,1,0,0,0,0,0,0,0
28,1,12,833.333333333333,1,1,0,0,0,0,0,0,0,1,0
29,1,12,833.333333333333,2,0,0,0,0,0,0,0,0,1,0
30,1,12,833.333333333333,4,1,1,0,0,0,0,0,1,0,0
31,1,14,1000,1,0,1,0,0,1,0,0,0,1,0
32,1,14,1000,4,1,0,0,0,0,0,0,0,1,0
33,1,14,1000,3,1,0,0,1,0,0,0,0,1,0
34,1,14,1000,4,0,0,0,1,0,0,0,0,0,1
35,1,14,1000,3,0,0,0,0,0,0,0,0,1,1
36,1,14,1000,1,1,0,1,1,1,1,0,0,0,0
37,1,14,1000,3,0,0,0,0,1,0,0,1,1,0
38,1,14,1000,3,1,0,0,1,0,0,0,0,0,0
39,1,14,1000,2,1,0,0,0,0,0,0,1,1,0
40,1,14,1000,3,0,0,0,0,0,1,1,0,1,0
41,1,14,1000,3,1,1,0,0,1,0,0,0,0,0
42,1,14,1000,3,0,1,0,0,0,0,0,0,0,0
43,1,14,1000,2,1,1,0,0,0,1,0,1,0,0
44,1,14,1000,4,1,0,0,0,0,1,0,0,0,0
45,1,14,1000,2,0,0,0,1,0,0,0,0,0,0
46,1,14,1000,1,0,0,0,0,0,0,0,0,1,1
47,1,14,1000,1,1,0,0,0,0,0,1,0,1,0
48,1,14,1000,3,1,0,0,0,0,1,0,0,0,0
49,1,14,1000,2,0,1,0,0,1,0,0,1,0,0
50,1,14,1000,1,0,0,1,1,0,0,0,0,0,1
51,1,14,1000,4,1,1,0,0,0,0,0,1,0,1
52,1,14,1000,4,1,0,0,1,0,0,0,0,0,1
53,1,14,1000,3,1,1,1,1,1,0,1,0,0,0
54,1,14,1000,3,1,0,0,0,0,1,0,0,0,0
55,1,14,1000,3,0,0,0,1,0,0,0,0,0,0
56,1,14,1000,4,1,0,0,0,0,0,1,1,1,0
57,1,14,1000,4,1,1,0,1,0,0,0,0,1,0
58,1,14,1000,4,0,0,0,1,0,0,0,0,0,1
59,1,14,1000,4,1,0,0,1,0,0,0,1,0,0
60,1,14,1000,4,0,0,0,0,0,0,0,0,1,1
61,2,12,666.666666666667,3,1,1,0,1,1,1,0,0,0,0
62,2,12,666.666666666667,2,0,1,0,1,0,1,0,1,0,0
63,2,12,666.666666666667,1,0,1,0,0,0,0,0,0,0,1
64,2,12,666.666666666667,1,0,1,1,1,0,0,1,0,0,0
65,2,12,666.666666666667,2,0,0,0,0,1,1,0,0,0,0
66,2,12,666.666666666667,3,1,0,1,0,1,0,0,0,0,0
67,2,12,666.666666666667,1,0,0,0,0,0,0,1,0,0,0
68,2,12,666.666666666667,1,1,0,0,0,0,0,0,0,0,1
69,2,12,666.666666666667,4,0,1,0,0,0,0,1,0,0,1
70,2,12,666.666666666667,1,0,1,0,0,1,1,0,0,0,0
71,2,12,666.666666666667,1,0,0,0,0,0,0,1,0,0,0
72,2,12,666.666666666667,4,0,0,1,0,0,0,0,1,0,0
73,2,12,666.666666666667,3,1,1,0,0,0,1,1,1,0,0
74,2,12,666.666666666667,1,1,1,0,0,0,0,0,1,1,1
75,2,12,666.666666666667,1,1,0,1,1,0,0,1,0,0,1
76,2,12,666.666666666667,1,1,0,0,0,0,0,0,0,0,0
77,2,12,666.666666666667,4,1,0,0,1,0,1,0,0,0,1
78,2,12,666.666666666667,3,0,0,0,0,0,0,0,0,0,1
79,2,12,666.666666666667,2,0,0,0,0,0,1,0,0,0,0
80,2,12,666.666666666667,4,0,1,0,1,0,0,1,0,1,1
81,2,12,666.666666666667,2,0,0,0,0,0,1,0,0,0,0
82,2,12,666.666666666667,3,1,1,1,1,1,0,0,0,0,1
83,2,12,666.666666666667,3,1,0,0,1,0,0,0,0,0,0
84,2,12,666.666666666667,1,0,0,1,0,1,0,0,1,1,0
