1,1,12,2500,1,0,1,1,1,1,0,0,0,0,1
2,1,12,2500,4,0,0,0,1,1,0,0,0,1,0
3,1,12,2500,4,1,0,0,0,0,0,0,0,0,0
4,1,12,2500,1,1,0,0,0,1,1,1,0,0,0
5,1,12,2500,3,1,0,0,0,0,1,1,1,0,0
6,1,12,2500,1,1,0,0,0,1,0,0,0,0,0
7,1,12,2500,4,0,0,0,0,0,0,0,0,0,1
8,1,12,2500,2,1,0,1,1,1,0,1,0,0,1
9,1,12,2500,4,1,0,0,0,0,0,0,0,1,0
10,1,12,2500,3,0,0,0,0,0,0,0,0,1,0
11,1,14,3000,2,0,1,0,0,1,0,1,1,0,0
12,1,14,3000,2,0,0,1,1,0,1,0,0,1,0
13,1,14,3000,1,1,0,0,0,0,0,0,0,0,0
14,1,14,3000,3,0,0,0,0,1,1,0,0,1,0
15,1,14,3000,3,0,1,1,0,0,1,1,0,0,0
16,1,14,3000,3,1,0,0,0,0,0,0,0,0,0
17,1,14,3000,1,0,0,0,1,0,0,0,0,0,0
18,1,14,3000,1,1,0,0,0,0,1,0,0,1,1
19,1,14,3000,2,1,0,0,0,0,0,0,1,0,0
20,1,14,3000,4,1,1,0,0,0,0,0,0,0,1
21,2,12,2000,3,1,0,0,0,0,1,1,0,0,1
22,2,12,2000,4,0,0,0,0,1,0,0,0,0,0
23,2,12,2000,1,0,0,0,1,0,0,0,0,0,0
24,2,12,2000,2,1,0,1,0,1,0,0,0,1,0
25,2,12,2000,2,0,0,1,0,0,0,0,0,0,0
26,2,12,2000,2,1,1,1,0,0,1,0,0,0,0
27,2,12,2000,4,0,0,1,1,0,0,0,0,0,0
28,2,12,2000,2,0,0,0,0,1,1,0,0,1,0
29,2,12,2000,2,1,0,0,1,1,0,0,0,0,0
30,2,12,2000,2,0,0,0,0,0,0,1,0,0,0
31,2,13,1500,3,0,0,0,0,0,0,0,0,0,1
32,2,13,1500,3,0,0,0,0,1,0,1,0,1,0
